Mã Tài Sản,Tên Thiết Bị,Danh Mục,Model/Kích Thước,Số Serial/Mã Lô,Phòng Ban,Vị Trí,Người Quản Lý,Trạng Thái,Nguyên Giá (VNĐ),Ngày Mua,Ghi Chú
AST-00096,Pallet Nhựa Xanh Lót Sàn #96,Pallet Nhựa,1100x1100x120mm,SN-2026-84757,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 100,Trần Văn Nam,SPARE,416960,2026-01-13,Tài sản mẫu kiểm thử số 96
AST-00097,Màn Hình Dell UltraSharp 27 inch 4K #97,Thiết Bị IT,U2723QE,SN-2026-33437,DEPT-IT,Tầng 4 - Phòng IT - Ô 53,Phạm Thị Lan,LOANED,12770590,2026-01-14,Tài sản mẫu kiểm thử số 97
AST-00098,Pallet Nhựa Đen 1200x1000mm #98,Pallet Nhựa,1200x1000x150mm,SN-2026-24127,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 68,Trần Văn Nam,LOANED,416630,2026-01-15,Tài sản mẫu kiểm thử số 98
AST-00099,Máy Điều Hòa Âm Trần Daikin 36000BTU #99,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-62354,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 52,Nguyễn Văn Hùng,LOANED,38034900,2026-01-16,Tài sản mẫu kiểm thử số 99
AST-00100,Pallet Nhựa Đen 1200x1000mm #100,Pallet Nhựa,1200x1000x150mm,SN-2026-77020,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 55,Trần Văn Nam,ACTIVE,427460,2026-01-17,Tài sản mẫu kiểm thử số 100
AST-00101,Máy Điều Hòa Âm Trần Daikin 36000BTU #101,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-32065,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 81,Lê Vũ Tường,ACTIVE,38044760,2026-01-18,Tài sản mẫu kiểm thử số 101
AST-00102,Bộ Máy Hàn TIG Điện Tử 250A #102,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-47596,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 24,Nguyễn Thị Hoa,ACTIVE,12522190,2026-01-19,Tài sản mẫu kiểm thử số 102
AST-00103,Pallet Nhựa Đen 1200x1000mm #103,Pallet Nhựa,1200x1000x150mm,SN-2026-31415,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 30,Hoàng Văn Thái,ACTIVE,412960,2026-01-20,Tài sản mẫu kiểm thử số 103
AST-00104,Máy Điều Hòa Âm Trần Daikin 36000BTU #104,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-68110,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 53,Lê Vũ Tường,ACTIVE,38042850,2026-01-21,Tài sản mẫu kiểm thử số 104
AST-00105,Máy In Tem Nhãn QR Code Thermal #105,Thiết Bị IT,Xprinter XP-420B,SN-2026-41142,DEPT-IT,Tầng 4 - Phòng IT - Ô 43,Nguyễn Văn Hùng,REPAIR,2817670,2026-01-22,Tài sản mẫu kiểm thử số 105
AST-00106,Bộ Máy Hàn TIG Điện Tử 250A #106,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-27747,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 75,Nguyễn Thị Hoa,SPARE,12513890,2026-01-23,Tài sản mẫu kiểm thử số 106
AST-00107,Máy Nén Khí Piston 15HP #107,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-12787,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 48,Hoàng Văn Thái,ACTIVE,35037600,2026-01-24,Tài sản mẫu kiểm thử số 107
AST-00108,Bộ Máy Hàn TIG Điện Tử 250A #108,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-59072,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 79,Hoàng Văn Thái,ACTIVE,12539530,2026-01-25,Tài sản mẫu kiểm thử số 108
AST-00109,Laptop Dell Latitude 5440 i7 #109,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-71715,DEPT-IT,Tầng 4 - Phòng IT - Ô 43,Lê Vũ Tường,ACTIVE,22513920,2026-01-26,Tài sản mẫu kiểm thử số 109
AST-00110,Pallet Nhựa Đen 1200x1000mm #110,Pallet Nhựa,1200x1000x150mm,SN-2026-35059,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 52,Phạm Minh Đức,ACTIVE,419420,2026-01-27,Tài sản mẫu kiểm thử số 110
AST-00111,Pallet Nhựa Đen 1200x1000mm #111,Pallet Nhựa,1200x1000x150mm,SN-2026-24770,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 59,Lê Vũ Tường,ACTIVE,425550,2026-01-28,Tài sản mẫu kiểm thử số 111
AST-00112,Ghế Xoay Lưới Công Trình Ergonomic #112,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-26375,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 20,Nguyễn Thị Hoa,REPAIR,1822860,2026-01-01,Tài sản mẫu kiểm thử số 112
AST-00113,Laptop Dell Latitude 5440 i7 #113,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-99285,DEPT-IT,Tầng 4 - Phòng IT - Ô 55,Trần Văn Nam,SPARE,22514890,2026-01-02,Tài sản mẫu kiểm thử số 113
AST-00114,Máy In Tem Nhãn QR Code Thermal #114,Thiết Bị IT,Xprinter XP-420B,SN-2026-46066,DEPT-IT,Tầng 4 - Phòng IT - Ô 60,Hoàng Văn Thái,SPARE,2755510,2026-01-03,Tài sản mẫu kiểm thử số 114
AST-00115,Pallet Gỗ Thông Xuất Khẩu Euro #115,Pallet Gỗ,1200x800x144mm,SN-2026-85217,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 34,Phạm Thị Lan,ACTIVE,295610,2026-01-04,Tài sản mẫu kiểm thử số 115
AST-00116,Pallet Gỗ Thông Xuất Khẩu Euro #116,Pallet Gỗ,1200x800x144mm,SN-2026-84180,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 13,Nguyễn Văn Hùng,REPAIR,230450,2026-01-05,Tài sản mẫu kiểm thử số 116
AST-00117,Pallet Nhựa 2 Mặt Tải Trọng Nặng #117,Pallet Nhựa,1200x1200x160mm,SN-2026-55508,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 67,Nguyễn Thị Hoa,ACTIVE,586470,2026-01-06,Tài sản mẫu kiểm thử số 117
AST-00118,Laptop Dell Latitude 5440 i7 #118,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-36063,DEPT-IT,Tầng 4 - Phòng IT - Ô 97,Nguyễn Thị Hoa,ACTIVE,22464280,2026-01-07,Tài sản mẫu kiểm thử số 118
AST-00119,Pallet Nhựa Đen 1200x1000mm #119,Pallet Nhựa,1200x1000x150mm,SN-2026-64711,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 28,Trần Văn Nam,LOANED,449390,2026-01-08,Tài sản mẫu kiểm thử số 119
AST-00120,Xe Nâng Điện Toyota 2.5 Tấn #120,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-22179,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 14,Nguyễn Thị Hoa,REPAIR,420007510,2026-01-09,Tài sản mẫu kiểm thử số 120
AST-00121,Máy Nén Khí Piston 15HP #121,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-60031,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 77,Lê Vũ Tường,ACTIVE,34995410,2026-01-10,Tài sản mẫu kiểm thử số 121
AST-00122,Máy Nén Khí Piston 15HP #122,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-15604,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 27,Hoàng Văn Thái,ACTIVE,35007860,2026-01-11,Tài sản mẫu kiểm thử số 122
AST-00123,Máy Điều Hòa Âm Trần Daikin 36000BTU #123,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-69155,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 64,Trần Văn Nam,LOANED,38032740,2026-01-12,Tài sản mẫu kiểm thử số 123
AST-00124,Máy Điều Hòa Âm Trần Daikin 36000BTU #124,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-52294,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 3,Nguyễn Văn Hùng,SPARE,37963490,2026-01-13,Tài sản mẫu kiểm thử số 124
AST-00125,Pallet Gỗ Thông Xuất Khẩu Euro #125,Pallet Gỗ,1200x800x144mm,SN-2026-27089,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 57,Trần Văn Nam,ACTIVE,213790,2026-01-14,Tài sản mẫu kiểm thử số 125
AST-00126,Máy Nén Khí Piston 15HP #126,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-95615,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 73,Phạm Thị Lan,ACTIVE,35012250,2026-01-15,Tài sản mẫu kiểm thử số 126
AST-00127,Xe Nâng Điện Toyota 2.5 Tấn #127,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-24939,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 71,Trần Văn Nam,ACTIVE,419979040,2026-01-16,Tài sản mẫu kiểm thử số 127
AST-00128,Máy Nén Khí Piston 15HP #128,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-14736,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 15,Lê Vũ Tường,ACTIVE,34991910,2026-01-17,Tài sản mẫu kiểm thử số 128
AST-00129,Bộ Máy Hàn TIG Điện Tử 250A #129,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-50139,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 23,Lê Vũ Tường,ACTIVE,12523030,2026-01-18,Tài sản mẫu kiểm thử số 129
AST-00130,Máy Điều Hòa Âm Trần Daikin 36000BTU #130,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-21981,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 47,Nguyễn Văn Hùng,ACTIVE,37989110,2026-01-19,Tài sản mẫu kiểm thử số 130
AST-00131,Pallet Nhựa 2 Mặt Tải Trọng Nặng #131,Pallet Nhựa,1200x1200x160mm,SN-2026-96580,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 2,Nguyễn Văn Hùng,ACTIVE,600710,2026-01-20,Tài sản mẫu kiểm thử số 131
AST-00132,Màn Hình Dell UltraSharp 27 inch 4K #132,Thiết Bị IT,U2723QE,SN-2026-90990,DEPT-IT,Tầng 4 - Phòng IT - Ô 77,Hoàng Văn Thái,LOANED,12845390,2026-01-21,Tài sản mẫu kiểm thử số 132
AST-00133,Pallet Nhựa 2 Mặt Tải Trọng Nặng #133,Pallet Nhựa,1200x1200x160mm,SN-2026-70865,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 16,Hoàng Văn Thái,LOANED,639530,2026-01-22,Tài sản mẫu kiểm thử số 133
AST-00134,Pallet Nhựa 2 Mặt Tải Trọng Nặng #134,Pallet Nhựa,1200x1200x160mm,SN-2026-84645,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 100,Nguyễn Thị Hoa,LOANED,608530,2026-01-23,Tài sản mẫu kiểm thử số 134
AST-00135,Pallet Nhựa 2 Mặt Tải Trọng Nặng #135,Pallet Nhựa,1200x1200x160mm,SN-2026-21850,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 86,Nguyễn Văn Hùng,ACTIVE,638740,2026-01-24,Tài sản mẫu kiểm thử số 135
AST-00136,Laptop Dell Latitude 5440 i7 #136,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-65292,DEPT-IT,Tầng 4 - Phòng IT - Ô 46,Nguyễn Thị Hoa,ACTIVE,22489720,2026-01-25,Tài sản mẫu kiểm thử số 136
AST-00137,Pallet Gỗ Thông Xuất Khẩu Euro #137,Pallet Gỗ,1200x800x144mm,SN-2026-20705,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 41,Nguyễn Văn Hùng,SPARE,277570,2026-01-26,Tài sản mẫu kiểm thử số 137
AST-00138,Màn Hình Dell UltraSharp 27 inch 4K #138,Thiết Bị IT,U2723QE,SN-2026-27602,DEPT-IT,Tầng 4 - Phòng IT - Ô 85,Nguyễn Thị Hoa,REPAIR,12804390,2026-01-27,Tài sản mẫu kiểm thử số 138
AST-00139,Laptop Dell Latitude 5440 i7 #139,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-93099,DEPT-IT,Tầng 4 - Phòng IT - Ô 38,Nguyễn Văn Hùng,ACTIVE,22455120,2026-01-28,Tài sản mẫu kiểm thử số 139
AST-00140,Pallet Nhựa Đen 1200x1000mm #140,Pallet Nhựa,1200x1000x150mm,SN-2026-77024,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 80,Nguyễn Thị Hoa,ACTIVE,452620,2026-01-01,Tài sản mẫu kiểm thử số 140
AST-00141,Pallet Gỗ Thông Xuất Khẩu Euro #141,Pallet Gỗ,1200x800x144mm,SN-2026-24475,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 58,Lê Vũ Tường,ACTIVE,299000,2026-01-02,Tài sản mẫu kiểm thử số 141
AST-00142,Máy In Tem Nhãn QR Code Thermal #142,Thiết Bị IT,Xprinter XP-420B,SN-2026-35648,DEPT-IT,Tầng 4 - Phòng IT - Ô 79,Hoàng Văn Thái,REPAIR,2804920,2026-01-03,Tài sản mẫu kiểm thử số 142
AST-00143,Màn Hình Dell UltraSharp 27 inch 4K #143,Thiết Bị IT,U2723QE,SN-2026-69845,DEPT-IT,Tầng 4 - Phòng IT - Ô 15,Nguyễn Thị Hoa,ACTIVE,12839880,2026-01-04,Tài sản mẫu kiểm thử số 143
AST-00144,Máy In Tem Nhãn QR Code Thermal #144,Thiết Bị IT,Xprinter XP-420B,SN-2026-20534,DEPT-IT,Tầng 4 - Phòng IT - Ô 36,Nguyễn Thị Hoa,ACTIVE,2843520,2026-01-05,Tài sản mẫu kiểm thử số 144
AST-00145,Máy Nén Khí Piston 15HP #145,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-14775,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 58,Nguyễn Văn Hùng,ACTIVE,35046330,2026-01-06,Tài sản mẫu kiểm thử số 145
AST-00146,Pallet Nhựa 2 Mặt Tải Trọng Nặng #146,Pallet Nhựa,1200x1200x160mm,SN-2026-44644,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 72,Nguyễn Thị Hoa,LOANED,632210,2026-01-07,Tài sản mẫu kiểm thử số 146
AST-00147,Màn Hình Dell UltraSharp 27 inch 4K #147,Thiết Bị IT,U2723QE,SN-2026-88081,DEPT-IT,Tầng 4 - Phòng IT - Ô 38,Phạm Minh Đức,ACTIVE,12774970,2026-01-08,Tài sản mẫu kiểm thử số 147
AST-00148,Màn Hình Dell UltraSharp 27 inch 4K #148,Thiết Bị IT,U2723QE,SN-2026-64760,DEPT-IT,Tầng 4 - Phòng IT - Ô 76,Nguyễn Văn Hùng,ACTIVE,12834150,2026-01-09,Tài sản mẫu kiểm thử số 148
AST-00149,Màn Hình Dell UltraSharp 27 inch 4K #149,Thiết Bị IT,U2723QE,SN-2026-31297,DEPT-IT,Tầng 4 - Phòng IT - Ô 75,Hoàng Văn Thái,ACTIVE,12812450,2026-01-10,Tài sản mẫu kiểm thử số 149
AST-00150,Máy Điều Hòa Âm Trần Daikin 36000BTU #150,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-28641,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 92,Lê Vũ Tường,REPAIR,38048110,2026-01-11,Tài sản mẫu kiểm thử số 150
AST-00151,Pallet Nhựa Đen 1200x1000mm #151,Pallet Nhựa,1200x1000x150mm,SN-2026-63020,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 14,Phạm Thị Lan,REPAIR,460860,2026-01-12,Tài sản mẫu kiểm thử số 151
AST-00152,Bộ Máy Hàn TIG Điện Tử 250A #152,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-93305,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 8,Lê Vũ Tường,ACTIVE,12466950,2026-01-13,Tài sản mẫu kiểm thử số 152
AST-00153,Màn Hình Dell UltraSharp 27 inch 4K #153,Thiết Bị IT,U2723QE,SN-2026-51109,DEPT-IT,Tầng 4 - Phòng IT - Ô 24,Hoàng Văn Thái,LOANED,12777480,2026-01-14,Tài sản mẫu kiểm thử số 153
AST-00154,Ghế Xoay Lưới Công Trình Ergonomic #154,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-81007,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 72,Nguyễn Thị Hoa,LOANED,1827230,2026-01-15,Tài sản mẫu kiểm thử số 154
AST-00155,Ghế Xoay Lưới Công Trình Ergonomic #155,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-56394,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 18,Nguyễn Thị Hoa,ACTIVE,1848180,2026-01-16,Tài sản mẫu kiểm thử số 155
AST-00156,Laptop Dell Latitude 5440 i7 #156,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-48810,DEPT-IT,Tầng 4 - Phòng IT - Ô 30,Nguyễn Văn Hùng,ACTIVE,22538920,2026-01-17,Tài sản mẫu kiểm thử số 156
AST-00157,Ghế Xoay Lưới Công Trình Ergonomic #157,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-95364,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 39,Phạm Minh Đức,ACTIVE,1825920,2026-01-18,Tài sản mẫu kiểm thử số 157
AST-00158,Pallet Gỗ Thông Xuất Khẩu Euro #158,Pallet Gỗ,1200x800x144mm,SN-2026-85475,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 59,Hoàng Văn Thái,ACTIVE,213050,2026-01-19,Tài sản mẫu kiểm thử số 158
AST-00159,Xe Nâng Điện Toyota 2.5 Tấn #159,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-94968,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 75,Phạm Thị Lan,ACTIVE,420011630,2026-01-20,Tài sản mẫu kiểm thử số 159
AST-00160,Laptop Dell Latitude 5440 i7 #160,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-12230,DEPT-IT,Tầng 4 - Phòng IT - Ô 85,Nguyễn Thị Hoa,LOANED,22462720,2026-01-21,Tài sản mẫu kiểm thử số 160
AST-00161,Máy In Tem Nhãn QR Code Thermal #161,Thiết Bị IT,Xprinter XP-420B,SN-2026-82702,DEPT-IT,Tầng 4 - Phòng IT - Ô 21,Hoàng Văn Thái,ACTIVE,2804940,2026-01-22,Tài sản mẫu kiểm thử số 161
AST-00162,Màn Hình Dell UltraSharp 27 inch 4K #162,Thiết Bị IT,U2723QE,SN-2026-20719,DEPT-IT,Tầng 4 - Phòng IT - Ô 85,Lê Vũ Tường,SPARE,12843030,2026-01-23,Tài sản mẫu kiểm thử số 162
AST-00163,Bộ Máy Hàn TIG Điện Tử 250A #163,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-23168,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 24,Nguyễn Văn Hùng,ACTIVE,12477060,2026-01-24,Tài sản mẫu kiểm thử số 163
AST-00164,Bộ Máy Hàn TIG Điện Tử 250A #164,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-45326,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 44,Phạm Thị Lan,REPAIR,12544870,2026-01-25,Tài sản mẫu kiểm thử số 164
AST-00165,Máy In Tem Nhãn QR Code Thermal #165,Thiết Bị IT,Xprinter XP-420B,SN-2026-13220,DEPT-IT,Tầng 4 - Phòng IT - Ô 13,Lê Vũ Tường,LOANED,2838910,2026-01-26,Tài sản mẫu kiểm thử số 165
AST-00166,Máy In Tem Nhãn QR Code Thermal #166,Thiết Bị IT,Xprinter XP-420B,SN-2026-73836,DEPT-IT,Tầng 4 - Phòng IT - Ô 87,Phạm Minh Đức,SPARE,2814320,2026-01-27,Tài sản mẫu kiểm thử số 166
AST-00167,Máy In Tem Nhãn QR Code Thermal #167,Thiết Bị IT,Xprinter XP-420B,SN-2026-10019,DEPT-IT,Tầng 4 - Phòng IT - Ô 70,Lê Vũ Tường,ACTIVE,2782570,2026-01-28,Tài sản mẫu kiểm thử số 167
AST-00168,Máy Điều Hòa Âm Trần Daikin 36000BTU #168,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-35234,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 12,Phạm Thị Lan,SPARE,38044810,2026-01-01,Tài sản mẫu kiểm thử số 168
AST-00169,Pallet Nhựa Xanh Lót Sàn #169,Pallet Nhựa,1100x1100x120mm,SN-2026-20775,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 98,Trần Văn Nam,ACTIVE,345820,2026-01-02,Tài sản mẫu kiểm thử số 169
AST-00170,Pallet Nhựa 2 Mặt Tải Trọng Nặng #170,Pallet Nhựa,1200x1200x160mm,SN-2026-57139,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 15,Lê Vũ Tường,ACTIVE,578970,2026-01-03,Tài sản mẫu kiểm thử số 170
AST-00171,Pallet Gỗ Thông Xuất Khẩu Euro #171,Pallet Gỗ,1200x800x144mm,SN-2026-33168,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 74,Phạm Thị Lan,ACTIVE,225550,2026-01-04,Tài sản mẫu kiểm thử số 171
AST-00172,Pallet Nhựa 2 Mặt Tải Trọng Nặng #172,Pallet Nhựa,1200x1200x160mm,SN-2026-63420,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 33,Phạm Minh Đức,REPAIR,616480,2026-01-05,Tài sản mẫu kiểm thử số 172
AST-00173,Laptop Dell Latitude 5440 i7 #173,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-59942,DEPT-IT,Tầng 4 - Phòng IT - Ô 51,Phạm Minh Đức,ACTIVE,22486840,2026-01-06,Tài sản mẫu kiểm thử số 173
AST-00174,Ghế Xoay Lưới Công Trình Ergonomic #174,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-44262,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 68,Trần Văn Nam,SPARE,1857870,2026-01-07,Tài sản mẫu kiểm thử số 174
AST-00175,Máy In Tem Nhãn QR Code Thermal #175,Thiết Bị IT,Xprinter XP-420B,SN-2026-48175,DEPT-IT,Tầng 4 - Phòng IT - Ô 36,Trần Văn Nam,ACTIVE,2848560,2026-01-08,Tài sản mẫu kiểm thử số 175
AST-00176,Pallet Nhựa 2 Mặt Tải Trọng Nặng #176,Pallet Nhựa,1200x1200x160mm,SN-2026-23653,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 76,Nguyễn Văn Hùng,ACTIVE,631320,2026-01-09,Tài sản mẫu kiểm thử số 176
AST-00177,Pallet Nhựa Đen 1200x1000mm #177,Pallet Nhựa,1200x1000x150mm,SN-2026-70012,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 70,Nguyễn Thị Hoa,SPARE,451880,2026-01-10,Tài sản mẫu kiểm thử số 177
AST-00178,Máy In Tem Nhãn QR Code Thermal #178,Thiết Bị IT,Xprinter XP-420B,SN-2026-18638,DEPT-IT,Tầng 4 - Phòng IT - Ô 72,Nguyễn Thị Hoa,ACTIVE,2841980,2026-01-11,Tài sản mẫu kiểm thử số 178
AST-00179,Bộ Máy Hàn TIG Điện Tử 250A #179,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-82655,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 15,Nguyễn Văn Hùng,ACTIVE,12510600,2026-01-12,Tài sản mẫu kiểm thử số 179
AST-00180,Ghế Xoay Lưới Công Trình Ergonomic #180,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-78804,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 45,Nguyễn Văn Hùng,ACTIVE,1838340,2026-01-13,Tài sản mẫu kiểm thử số 180
AST-00181,Xe Nâng Điện Toyota 2.5 Tấn #181,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-42979,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 74,Phạm Thị Lan,LOANED,419984580,2026-01-14,Tài sản mẫu kiểm thử số 181
AST-00182,Màn Hình Dell UltraSharp 27 inch 4K #182,Thiết Bị IT,U2723QE,SN-2026-69409,DEPT-IT,Tầng 4 - Phòng IT - Ô 65,Trần Văn Nam,SPARE,12802590,2026-01-15,Tài sản mẫu kiểm thử số 182
AST-00183,Pallet Nhựa 2 Mặt Tải Trọng Nặng #183,Pallet Nhựa,1200x1200x160mm,SN-2026-20404,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 68,Phạm Minh Đức,ACTIVE,635820,2026-01-16,Tài sản mẫu kiểm thử số 183
AST-00184,Máy Điều Hòa Âm Trần Daikin 36000BTU #184,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-54228,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 63,Hoàng Văn Thái,SPARE,37978510,2026-01-17,Tài sản mẫu kiểm thử số 184
AST-00185,Pallet Nhựa Đen 1200x1000mm #185,Pallet Nhựa,1200x1000x150mm,SN-2026-22773,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 28,Trần Văn Nam,ACTIVE,430430,2026-01-18,Tài sản mẫu kiểm thử số 185
AST-00186,Bộ Máy Hàn TIG Điện Tử 250A #186,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-29820,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 30,Lê Vũ Tường,ACTIVE,12542680,2026-01-19,Tài sản mẫu kiểm thử số 186
AST-00187,Pallet Nhựa 2 Mặt Tải Trọng Nặng #187,Pallet Nhựa,1200x1200x160mm,SN-2026-24621,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 67,Nguyễn Thị Hoa,REPAIR,596750,2026-01-20,Tài sản mẫu kiểm thử số 187
AST-00188,Màn Hình Dell UltraSharp 27 inch 4K #188,Thiết Bị IT,U2723QE,SN-2026-74232,DEPT-IT,Tầng 4 - Phòng IT - Ô 29,Nguyễn Thị Hoa,REPAIR,12750950,2026-01-21,Tài sản mẫu kiểm thử số 188
AST-00189,Màn Hình Dell UltraSharp 27 inch 4K #189,Thiết Bị IT,U2723QE,SN-2026-16535,DEPT-IT,Tầng 4 - Phòng IT - Ô 25,Trần Văn Nam,LOANED,12755030,2026-01-22,Tài sản mẫu kiểm thử số 189
AST-00190,Máy Nén Khí Piston 15HP #190,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-43597,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 18,Hoàng Văn Thái,ACTIVE,35014890,2026-01-23,Tài sản mẫu kiểm thử số 190
